,annotation_id,id,text,class,label
1333,56619411,1881254450955972698,Das seid ihr!,Non-Propaganda,0
1946,56616124,1885409587588702618,Um diese Gemeinsamkeit kämpfe ich.,Propaganda,1
5,56619896,1888680730768593049,Eine Heckenschere wäre bereits ein Schritt in die richtige Richtung.,Non-Propaganda,0
579,56617335,1893388869917159604,"Wir setzen auf Zusammenhalt, Respekt und echte Verantwortung.",Propaganda,1
1200,56615523,1884239671515107788,Der Vorschlag von Merz verstößt gegen europäisches Recht und er macht die Europäische Union kaputt.,Propaganda,1
1362,56621387,1893314936245231816,Veränderung braucht mehr als nur ein Zeichen – sie,Non-Propaganda,0
1997,56119165,1888683539903959438,"Populistisch, dass Scholz auf Bundeskanzler und Dax-Vorstände zu sprechen kommt.",Propaganda,1
1958,56620937,1878046095235756115,"Sie ist an einem Bundeskanzler gescheitert, der außer „Unterhaken“ und Schulden keine Antwort auf die Wirtschaftskrise weiß.",Propaganda,1
1988,56297511,1891036214087553310,"Zur Wahl Trumps im November sagte ich u.a: „In Europa rächt sich nun, dass wir keine eigenständige Politik entwickelt haben und am Rockzipfel der US-Politik hingen.",Propaganda,1
1060,56071683,1878774080129941635,Für eine Wirtschaft die für alle funktioniert!,Propaganda,1
922,56119556,1881353025190768950,"Entscheidest du dich für Friedrich Merz, der mehr für Spitzenverdiener – wie sich – will?",Non-Propaganda,0
280,56123634,1880992189179928755,"Entweder sind Sie bei der FDP noch heftigere ökonomische Illiteraten, als Ihre Politik vermuten lässt, oder Sie lügen bewusst.",Propaganda,1
1421,56121897,1881457885953073419,"Beim zweiten Stopp unserer Wahlkampftour in Flensburg unterstreicht _FriedrichMerz : „Ich möchte dieses Land so führen, dass wir uns in fünf Jahren hier bei Ihnen in Flensburg wieder treffen und sagen:",Non-Propaganda,0
734,56122848,1892099296549277921,Wir gedenken der Opfer und stehen an der Seite ihrer Angehörigen.,Non-Propaganda,0
1847,56125020,1884253820580159649,Wo warst du als die Brandmauer fiel?,Non-Propaganda,0
1498,56066939,1891179755975627159, Ihr wollt soziale Inhalte statt Quadrell?,Propaganda,1
132,56626968,1875497288933474460,Zeit für unser Land: Deutschland zuerst!,Propaganda,1
1632,56066838,1879843018699940344,"Wir brauchen wieder die Verantwortung in jedem Sektor, sodass sich niemand mehr einen schlanken Fuß machen kann.",Propaganda,1
1863,56619948,1886441737658171791,DAS steht im Wahlprogramm der Alternative für Deutschland!,Non-Propaganda,0
798,56122748,1889804087891198003,"Die Initiative des US-Präsidenten zeigt, dass es sich bei dem Ukraine-Krieg um einen vermeidbaren Stellvertreterkrieg handelte.",Propaganda,1
418,56620624,1881323382064722067,"Es ist unfassbar, wie Innenministerin Faeser (SPD) unser Steuergeld in aller Welt verteilt.",Propaganda,1
237,56118399,1892705729317863497,"Wir haben ausgerechnet, eine vernünftige Vermögensteuer würde uns im Jahr 108 Mrd. Euro bringen.",Propaganda,1
870,56071655,1885333900404125815,Unser Fraktionsvorsitzender Rolf Mützenich mit deutlichen Worten in Richtung des Oppositionsführers.,Non-Propaganda,0
1725,56620132,1891223512481714642,Ein starkes Morgen braucht kluge Investitionen heute.,Propaganda,1
1925,56119488,1892549089088118880,Zusammen seid ihr 3Freunde für Deutschland!,Non-Propaganda,0
103,56621821,1879958359547535673,"Klimaschutz schützt nicht das Klima, sondern unsere Gesundheit, Freiheit & Sicherheit.",Propaganda,1
656,56124293,1883201713810870622,"Man muss nicht bis zur Wahl warten, wenn man jetzt etwas tun will"", so Scholz in Wiesbaden.",Non-Propaganda,0
582,56620504,1878036787777380664,Jetzt ist nicht die Zeit für Politik auf dem Rücken der ganz normalen Leute.,Propaganda,1
1284,56118037,1878033292659757454,Die Partei ist auf den Beinen!,Non-Propaganda,0
1522,56621328,1891153170530755029,"Schaltet heute Abend ein, wenn GregorGysi beim RTL-""Kreuzverhör"" auf Christian Lindner & Sahra Wagenknecht trifft!",Non-Propaganda,0
797,56126181,1888593985888829730,"Diese Richtungsentscheidung ist nicht ein politisches Wort, das ist keine Phrase, sondern es geht darum, ob wir wieder zu den Kraftquellen zurückkehren, die dieses Land und diesen Kontinent immer wieder groß gemacht haben.",Propaganda,1
556,56296888,1888687805494387103,Dafür haben wir klare Pläne.,Propaganda,1
704,56117600,1878773612930564456,"Kretschmann sind die Schulen zu konservativ, nachdem Grünschwarz unser weltweit bewundertes Schulsystem bereits ruiniert hat, wie „Pisa“ gezeigt hat.",Propaganda,1
1814,56618539,1888566782178295866,Veranstaltungsmarathon an diesem Wochenende,Non-Propaganda,0
702,56066112,1891214479746007312,"Frau Weidel, Sie adeln Herrn Höcke als ein potenzielles Kabinettsmitglied.",Non-Propaganda,0
685,56626824,1888689649175986228,"Scholz' Warnehmung der Lage unserer Wirtschaft ist nicht nur realitätsfremd, sondern gefährlich.",Propaganda,1
960,56125752,1892885391197282544,"Wir finden das gerecht, denn starke Schultern können mehr tragen.",Propaganda,1
536,56125157,1880294813947277658,"Lasst uns gemeinsam losrennen, denn es geht um verdammt viel.",Propaganda,1
1449,56619889,1892299079973027949,"Höhere Steuern, höhere Staatsverschuldung, höhere Staatsausgaben – das alte Lied der Sozialdemokraten – kann nicht die Lösung sein.",Propaganda,1
767,56071570,1875442366305472616,Das unterscheidet uns sowohl vom Mainstream wie von der AfD,Propaganda,1
1842,56617633,1889206484719817111,Wer nimmt Elternzeit und reduziert Stunden?,Non-Propaganda,0
99,56299148,1891878639710392374,Warum dabei Antirassismus für sie eine zentrale Rolle spielt und wie die deutsche Migrationspolitik ihr Leben seit ihrer Kindheit in den 1980er-Jahren in Berlin geprägt hat.,Non-Propaganda,0
135,56620218,1884640481809662161,Schicksalstage erkennt man manchmal rückwärts.,Non-Propaganda,0
1570,56618396,1880537924967813447,Das Ergebnis: Wir entlasten Millionen.,Propaganda,1
1850,56299532,1879931849021247812,"Das ganze ""Spitzengespräch"" von MFeldenkirchen mit jan_vanaken könnt ihr übrigens heute Abend ab 20 Uhr auf dem YouTube-Kanal des Spiegels sehen.",Non-Propaganda,0
1011,56298853,1888687805494387103,Im TVDuell mit Scholz und Merz ging es eben um den Mindestlohn.,Non-Propaganda,0
289,56621302,1887481895413305581,Der Mindestlohn wirkt!,Propaganda,1
1759,56617920,1889228588198539630,"Und Friedrich Merz tritt an, Europa zu Grabe zu tragen.",Propaganda,1
439,56071438,1893056291142246482,"Politik bedeutet, die Dinge dann zu entscheiden, wenn sie entschieden werden müssen.",Propaganda,1
844,56297086,1876231444034674920,"Nur, er belegt zugleich auch eines: Unternehmerische Gestaltungskraft ist nicht einhergehend mit politischem Urteilsvermögen“, so c_lindner bei 3K25.",Non-Propaganda,0
1903,56118974,1890042622959378941,"Es ist einfach entsetzlich, was heute in München geschehen ist.",Non-Propaganda,0
1639,56616036,1891229012673827161,Die Realität ist eine andere:,Non-Propaganda,0
1874,56122821,1887926151408140318,"Das Publikum im ZDF war also nicht repräsentativ, sondern wurde von Unis rekrutiert.",Propaganda,1
999,56117589,1893047568550240480,"15 € Mindestlohn, stabile Renten, 5 % MwSt. auf Lebensmittel, Steuerentlastungen, das Deutschlandticket & die Verlängerung der Mietpreisbremse gibt es nur mit uns.",Propaganda,1
253,56123782,1889337776757191023,Die Grünen sind eine durch und durch sozialistische - und für unsere Freiheit - sehr gefährliche Partei.,Propaganda,1
1364,56066639,1892871425033458001,"10 Monate Grundwehrdienst sowie maximal 1 Jahr Dienst in der Reserve, der nicht am Stück abgeleistet werden muss, wären ein guter Weg, um die Zahl der dringend benötigten Reservisten aufzustocken.",Non-Propaganda,0
1000,56619376,1887061759661347170,Wow! 6 Prozent in der aktuellen Umfrage.,Non-Propaganda,0
595,56303277,1889206484719817111,Darüber spricht jan_vanaken mit Marlies Johanna in seinem Podcast.,Non-Propaganda,0
292,56619158,1883492099384909836,Auch die moralische Überheblichkeit gegenüber Merz ist angesichts der Affäre Gelbhaar absurd.,Propaganda,1
1545,56619341,1874379727030603845,Wir können es.,Propaganda,1
1867,56071831,1874822325134344702,"Viele Beschäftigte haben einfach nicht die Zeit, zu warten, bis die Union ihren Wahlkampf sortiert hat.",Non-Propaganda,0
1709,56620057,1882451754438250999,Dieses Staatsversagen muss enden.,Propaganda,1
790,56303981,1874409608577536267,Unabhängige Medien?,Non-Propaganda,0
1032,56303097,1886731101776773557,"Wer die elektronische Patientenakte nicht nutzen möchte, soll bestraft werden.",Non-Propaganda,0
829,56297017,1886149961135329628,Alleine in Berlin kamen 160.000 Menschen zusammen.,Non-Propaganda,0
783,56621562,1878841634105983102,"Bereit zu sein, auch die Perspektive des Gegenübers einzunehmen und zu schauen, wo man Brücken bauen kann.",Non-Propaganda,0
1827,56617787,1879894406754402338,"Für Rentner, die freiwillig weiterarbeiten wollen, führen wir die Aktivrente ein:",Non-Propaganda,0
689,56119371,1879469171647332369,Zusätzliche Milliarden für Waffen an die Ukraine?,Non-Propaganda,0
1234,56619524,1886422275441746381,Beschlossene Sache: Unser Sofortprogramm für Sicherheit und Wohlstand!,Propaganda,1
1646,56122331,1891206591807942909,Illegale Migration muss gestoppt und die legale Migration muss wieder gesteuert werden.,Propaganda,1
1826,56123660,1892461683639275847,Jetzt gilt’s!,Non-Propaganda,0
50,56121588,1880721049026806190,Man liest in den klassischen „Mainstream-Medien“ immer wieder interessante Analysen wie es zum Aufstieg der Rechtsparteien kam.,Non-Propaganda,0
623,56615480,1887822764083408968,Denn wir brauchen mehr als nur einen Kanzlerwechsel.,Propaganda,1
1215,56620200,1886417545412166019,"Egal ob Handwerk, freie Berufe, Handel, Landwirtschaft, Industrie oder Gastronomie: Die Wirtschaft und der Mittelstand warten auf unseren Bundeskanzler _FriedrichMerz!",Propaganda,1
104,56617786,1888928579435557139,Klimaschutz ist Menschenschutz.,Propaganda,1
1521,56623225,1883187000582504482,"Die Union hat einen Kandidaten, ""dem es nur selten gelingt, seine Ressentiments und altbackenen Ansichten unterm Deckel zu halten.",Non-Propaganda,0
1647,56626884,1886398379439092025,Unser Land verdient mehr.,Propaganda,1
348,56122589,1890712911623950631,Das wird ein Blutbad bei Infrastruktur und wirtschaftlicher Zukunft,Propaganda,1
255,56619338,1878895775268368720,Videobeweis: Antifa-Angriff auf AfD-Auto.,Non-Propaganda,0
1428,56069133,1879906075916546430,Wir von @‌dieLinke streiten für die arbeitenden Menschen.,Propaganda,1
492,56296201,1877482424310870476,"Zugegeben – nicht mehr allzu viel Zeit für die Union, um doch noch auf einen Kurs von verantwortungsvoller, lösungsorientierter Politik zu kommen.",Non-Propaganda,0
869,56617049,1891548813606654427,"Ich wünsche mir ein Land, in dem Hoffnung wächst, nicht die Angst“.",Propaganda,1
857,56117613,1889960232862031881,"Wer Deutschland eine Zukunft geben will, hat am 23. Februar nur eine Wahl:",Propaganda,1
532,56621719,1890503310718677265,"Das müssen wir auflösen, sonst kann die Rechnung nicht aufgehen.",Non-Propaganda,0
667,56121749,1887826581747286335,Der eigentliche Skandal: Die CDU ist die treibende Kraft dahinter!,Propaganda,1
932,56121486,1876997699347644604,Deutschland braucht den Turnaround.,Propaganda,1
1526,56626863,1891834112844927266,Für mehr Klartext den Politikwechsel wählen.,Propaganda,1
1493,56296416,1892698475826991561,Warum stellen wir nicht einfach das Geld für die freiwilligen Dienste zur Verfügung?,Non-Propaganda,0
1644,56620110,1881643993785663928,18.000 neue Mitglieder seit Oktober 2023 - da geht was!,Non-Propaganda,0
1742,56619660,1876231444034674920,"Es ist bekannt, dass ich beeindruckt bin von der unternehmerischen Gestaltungskraft von Elon Musk.",Non-Propaganda,0
1579,56620774,1890410229914829177,"Auch gab es Übereinstimmung, dass der Weg zu einem dauerhaften Frieden nur in engster Abstimmung",Non-Propaganda,0
1008,56618836,1892560920724840802,"Es gibt ein großes Schweigekartell der Parteien in Deutschland was mit der irren Hochrüstung nach der Wahl bei Infrastruktur, Renten und Sozialstaat droht.",Propaganda,1
145,56066516,1884665451889733641,Heute hat die Union mit den Stimmen der AfD einen Antrag durch den Bundestag gebracht.,Non-Propaganda,0
1924,56617923,1886753242924663183,"Wir werden die Bürokratie zurückbauen und verlässlicher, schneller, schlanker, digitaler regieren.",Propaganda,1
396,55973216,1888274767913918624,"Wer am lautesten schreit, hat selten recht...",Non-Propaganda,0
297,56615552,1889226858119778584,Sie wollen auch wie alle anderen Menschen behandelt werden.,Non-Propaganda,0
750,56627111,1890001302987444382,Es wird immer irrer.,Propaganda,1
1037,56618742,1888722677797384569,"Ja, wat soll man sagen:",Non-Propaganda,0
385,56299558,1885371247321624824,Presseerklärung von Alice Weidel und Tino Chrupalla zum gescheiterten Zustrombegrenzungsgesetz!,Non-Propaganda,0
1252,56118496,1877685360202748104,Der Respektwahlkampf von Olaf Scholz hat begonnen.,Propaganda,1
319,56303463,1879233513763041597,So brieft derspiegel am Abend seine Leser.,Non-Propaganda,0
945,56067372,1880300819376968091,"Wer die Reden von HeidiReichinnek, jan_vanaken, inesschwerdtner, GregorGysi u.v.a. nicht verpassen will, kann sie morgen ab 11 Uhr im Stream mitverfolgen:",Non-Propaganda,0
271,56124819,1891803001406488872,"Stell dir vor, du bist permanent erschöpft.",Non-Propaganda,0
1608,56068514,1892549089088118880,"Um das zu schaffen, braucht es eine starke AfD. Deshalb: Am Sonntag wählen gehen - aber nicht alleine.",Propaganda,1
93,56071567,1884169233841656188,"Ohne Merz' Angst vor ""Zufallsmehrheiten"" hätte das schon vor Weihnachten Gesetz sein können.",Propaganda,1
1370,56619030,1891206914425688068,"Die Grünen wollen nicht sehen, dass Deutschland seine Belastungsgrenze überschritten hat.",Propaganda,1
1605,56065706,1884890747352338853,"Gleichwohl gehört zur Unehrlichkeit in Wahlkämpfen, dass die CDU gerne verschweigt, dass sich nicht nur Olaf Scholz mit CumEx besudelt hat.",Propaganda,1
584,56617671,1885320008936337740,Dazu sind wir bereit.,Non-Propaganda,0
182,56623288,1892605422973935818,Die Sendung beginnt um 22:00 Uhr.,Non-Propaganda,0
191,56071835,1877434606523232499,"Als JuLis stellen wir klar, worauf es jetzt wirklich ankommt – Deutschland braucht Wachstum!",Propaganda,1
588,56618618,1886422275441746381,"Es ist Zeit, dass sich etwas ändert.",Propaganda,1
1296,56066353,1892701919434485922,Wir brauchen einen neuen Realismus in der Klima- und Energiepolitik.,Propaganda,1
375,56123428,1882767162311680435,Unter Olaf Scholz gibt es so viele Regierungsbeauftragte wie noch nie.,Non-Propaganda,0
45,56619266,1890077117989245410,Wir freuen uns auf viele Staats- und Regierungschefs,Non-Propaganda,0
1224,56620186,1876240816781623459,"Und das ist nur eine Frage der Fairness“, so c_lindner bei 3K25.",Propaganda,1
304,56618046,1882384894908862473,Merz kündigt einen radikalen Kurswechsel an.,Non-Propaganda,0
826,56296407,1892689677724839984,"Patriotismus bedeutet, für Frieden in Deutschland und in Europa einzustehen.",Propaganda,1
611,56069402,1889279873736122641,Den großen Investitionsstau in diesen Bereichen müssen wir endlich angehen!,Propaganda,1
352,56066889,1877490959170060546,"Zeit für Deutschland"": 16. AfD-Bundesparteitag live aus Riesa! - Tag 1 DeshalbAfD AfD",Propaganda,1
1235,56619511,1887627739353559423,Wir brauchen beides!,Non-Propaganda,0
1274,56118272,1882101061424705957,Das kann man sich nicht ausdenken:,Non-Propaganda,0
529,56595110,1881305815086407993,Sofortmaßnahme für mehr Netto vom Brutto:,Non-Propaganda,0
839,56621512,1891233935171936378,"Wir sind die Einzigen, die Merz nicht zum Kanzler wählen werden.",Non-Propaganda,0
980,56615485,1885123557354537114,"Erstens widerlegt er damit, dass es um Investitionen und Wachstum geht.",Non-Propaganda,0
1332,56126571,1892629412061053229,Für unsere Automobilindustrie als Leitindustrie braucht es unter anderem eine Abschaffung des Verbrenner-Verbots.,Non-Propaganda,0
1739,56616064,1886153248387600875,Die FDP will stattdessen bei der Rente kürzen...,Propaganda,1
1972,56118870,1891232194644869529,"Wenn wir umbauen, aufstocken, Dachgeschosse ausbauen, nachverdichten und Leerstandsflächen nutzen, können bis zu 4 Millionen neue Wohnungen entstehen.",Non-Propaganda,0
1387,56123826,1877357757453525144,Tätliche Angriffe jedweder Art haben im Ringen um die besten Lösungen für dieses Land nichts zu suchen!,Propaganda,1
1789,56620928,1884600973525409905,Das dürfen keine leeren Worte sein.,Non-Propaganda,0
1258,56067622,1878783673862115704,"Danke für die Einladung nach Bielefeld, Wiebke Esdar.",Non-Propaganda,0
